2,-18.352,-19.429,6.305
2,46.761,24.901,-0.740
3,42.050,28.721,-0.095
2,-32.047,25.425,5.649
2,34.054,-20.270,0.428
2,23.532,22.987,0.262
2,36.795,22.672,-0.693
2,-12.812,33.096,2.157
2,-16.498,15.588,3.770
2,-0.574,-5.074,3.954
4,26.917,-2.375,-1.176
2,26.735,8.000,-1.193
2,-1.234,30.469,-0.033
2,-4.644,-48.812,4.076
2,-2.504,45.425,0.890
2,17.699,-11.549,1.467
2,20.846,11.839,-0.274
2,-27.184,25.931,5.343
2,-29.748,6.187,5.922
2,-29.895,-12.866,6.514
2,-0.863,28.061,0.010
2,12.769,42.344,-1.441
7,-29.133,-18.385,-5.617
2,20.744,-22.247,2.803
2,-0.568,-37.067,4.513
2,-39.809,22.019,6.922
2,-7.440,0.859,3.746
2,44.559,-39.779,1.699
2,-39.240,20.999,6.899
2,10.337,31.925,51.945
2,24.368,-47.341,2.377
2,-29.477,-15.894,6.148
2,-1.120,7.157,2.294
2,-27.000,4.627,5.963
2,22.608,0.530,-1.993
2,11.058,-46.165,2.304
2,-43.933,10.261,8.274
4,22.045,-22.342,3.444
2,-25.441,-19.569,6.509
2,-10.060,-41.207,5.043
3,-20.842,19.316,4.622
2,27.578,-6.027,-1.380
2,-15.392,-31.770,5.467
4,-28.454,32.054,4.856
2,26.450,-17.719,1.905
2,37.483,43.414,-0.532
2,14.700,-39.179,2.352
2,21.126,23.350,0.445
2,-9.279,-33.153,5.513
4,15.496,-30.713,2.729
2,32.296,-0.150,-2.163
2,-35.900,-16.931,5.283
2,-26.614,-3.042,6.359
2,27.190,-15.901,1.497
2,41.671,5.615,-1.802
2,-10.049,-27.098,6.079
4,30.417,32.913,1.355
4,32.505,43.473,0.087
2,-43.590,-8.705,6.430
4,-26.686,31.975,5.202
2,4.043,45.834,0.260
2,-36.617,19.262,6.525
4,42.123,-30.776,1.714
2,32.525,44.225,-0.577
2,-19.677,-8.075,5.401
2,3.744,-12.955,3.709
2,-26.623,23.328,5.063
2,16.076,-14.031,2.158
2,-19.947,-43.216,4.506
3,5.518,-17.635,4.327
2,-32.163,1.966,6.243
2,13.494,-5.913,0.298
2,31.828,-16.841,0.726
2,44.581,17.280,-1.857
3,42.287,-18.919,0.719
2,41.408,23.646,-0.706
2,34.087,-30.348,1.559
2,11.948,0.040,-0.911
2,21.905,19.382,0.520
2,-18.155,-14.791,6.061
4,-21.670,-9.886,6.737
2,-47.216,-2.874,7.448
2,48.791,15.365,-2.206
2,-30.742,29.262,4.723
2,-33.628,36.363,3.528
2,-48.016,-46.729,0.878
2,42.350,-31.156,1.102
2,11.898,-9.941,1.756
2,16.975,-16.299,2.692
2,4.639,-17.245,4.371
4,-0.422,12.658,2.756
2,1.419,-33.040,4.484
2,42.082,28.022,-0.330
3,-20.236,7.784,5.079
2,-25.781,-31.186,4.765
3,-36.244,-25.922,4.980
4,-43.311,-10.178,6.394
3,-16.488,-23.420,6.634
2,15.884,-31.356,2.205
2,27.799,-17.049,1.554
2,-8.171,40.950,1.046
2,-32.110,19.338,5.692
2,11.057,-23.659,3.055
2,23.013,-3.420,-1.373
2,18.105,-25.281,2.407
2,44.786,-0.952,-2.532
2,-3.725,-30.042,5.538
2,31.652,-11.760,0.551
3,-19.917,19.551,4.447
2,41.954,28.627,-0.241
3,42.001,21.858,-0.937
2,1.711,7.260,1.832
2,-17.942,24.543,4.042
2,36.231,-21.104,-0.025
2,-45.744,-24.295,2.642
4,27.512,-2.757,-1.023
7,8.340,34.946,7.081
3,-0.634,13.538,2.200
4,-1.418,13.179,2.476
2,-30.058,-47.041,3.104
2,-46.459,16.021,8.825
3,25.953,37.046,0.695
2,-27.380,11.214,5.471
2,-31.135,44.519,2.662
2,-25.558,2.707,6.257
4,-36.860,-36.714,2.952
2,49.033,39.483,-0.193
2,-23.064,13.526,4.514
2,-25.096,28.832,5.176
2,22.837,-16.401,2.058
2,-3.512,-7.717,4.890
4,41.280,18.020,-0.986
2,15.070,-31.550,1.992
2,-18.171,-28.950,5.586
2,-12.199,6.500,3.099
2,40.189,-29.796,1.112
2,35.338,8.218,-1.843
2,-11.128,14.040,3.235
2,2.263,-32.698,4.458
2,-15.847,9.753,3.568
7,21.023,26.123,3.764
2,-49.090,6.250,8.437
2,-12.579,43.495,1.661
4,7.704,21.796,0.422
2,-39.090,-2.481,7.254
4,39.845,-17.111,0.985
2,28.139,14.295,-0.163
7,-60.204,-4.112,-44.567
3,14.613,-28.762,2.795
2,-33.770,-19.018,5.088
2,-35.462,-35.485,3.172
2,-32.275,-43.968,2.449
2,16.472,46.463,-0.862
4,-26.292,33.179,5.198
2,-6.567,-22.732,5.855
2,34.058,24.818,0.008
2,21.383,33.222,51.945
2,49.230,24.780,-0.527
2,1.966,-46.874,3.528
2,-12.373,37.525,2.197
2,-26.317,-25.163,5.685
4,-36.103,-36.021,3.022
2,-6.784,1.065,3.705
2,30.427,-30.154,2.473
2,48.109,-49.998,1.270
2,-2.115,22.141,0.938
2,-6.363,-31.141,5.876
2,-34.847,-18.037,5.263
3,41.427,28.277,0.044
2,13.775,28.204,51.945
2,-11.550,40.523,1.716
2,46.896,-25.769,1.536
2,8.699,-13.545,3.027
2,-22.932,-39.797,4.006
4,-21.417,41.306,2.826
2,36.041,16.279,-1.199
2,-13.192,-8.149,5.437
4,40.835,16.597,-0.603
3,6.748,22.252,0.233
2,-24.533,28.470,5.059
2,-37.495,32.129,4.167
2,-25.702,12.643,4.753
2,6.983,-24.052,4.370
2,-39.959,32.905,4.339
2,27.616,40.355,-0.515
2,29.176,13.753,0.054
2,26.245,36.589,0.280
2,0.890,7.558,2.071
3,-43.617,-9.495,6.402
2,-11.586,25.223,3.664
2,-9.069,45.955,1.365
2,21.487,29.068,51.945
2,-2.459,44.863,0.674
2,45.076,-38.603,1.805
2,29.998,21.669,0.304
2,4.228,-34.050,3.931
2,-5.391,-31.632,5.910
2,-21.542,30.713,3.904
2,-36.279,-25.062,4.642
2,-22.466,-32.129,4.795
4,-23.933,-20.078,7.595
3,10.164,37.847,23.229
2,-6.194,-8.647,5.820
2,45.967,8.803,-2.795
2,30.600,31.045,0.458
2,-43.337,-8.886,6.046
2,-23.331,17.409,4.215
2,-20.074,28.223,4.270
2,-0.523,34.749,-0.732
2,5.728,-3.336,2.007
2,44.012,-46.577,1.973
2,12.781,19.349,0.291
2,7.893,-4.351,1.509
2,4.995,-18.015,4.320
2,25.073,31.551,0.408
2,8.041,23.858,-0.537
2,-26.887,-0.179,6.599
4,-2.930,22.259,2.098
2,-2.620,-32.743,5.122
4,38.344,-19.929,0.859
2,44.456,38.295,0.352
3,-23.512,-10.044,6.476
2,46.770,-29.423,1.257
2,2.711,-21.217,4.891
2,-29.246,-11.110,6.401
2,41.514,48.733,-0.760
2,28.290,14.206,-0.166
3,-16.530,-22.588,6.537
4,-5.884,-33.194,5.962
4,-16.275,32.169,4.364
2,29.677,25.798,0.223
3,-16.242,-22.970,6.538
2,-6.758,-8.180,5.695
2,7.256,-27.918,3.998
7,21.482,26.593,5.904
2,43.640,-33.008,1.572
2,29.760,-44.758,3.277
