2,-45.607,7.209,0.000
2,21.151,-21.272,0.000
2,2.658,-44.604,0.000
5,40.069,-10.490,10.621
5,25.004,-11.602,16.883
2,34.608,44.407,0.000
2,-3.402,-2.389,0.000
2,-24.317,-38.615,0.000
5,-21.428,4.790,7.436
5,18.570,12.086,4.034
5,40.264,-12.441,13.293
5,18.034,13.774,10.455
2,-25.826,15.076,0.000
5,-21.250,4.769,5.113
2,-2.923,14.188,0.000
2,18.032,16.785,0.000
2,-5.027,-9.230,0.000
2,-25.441,32.081,0.000
2,-17.390,-46.698,0.000
5,39.619,-10.488,7.553
5,40.636,-12.437,14.407
2,-43.759,11.855,0.000
5,39.123,-11.779,14.867
2,-4.678,-24.283,0.000
2,-17.138,44.783,0.000
2,-9.072,37.820,0.000
2,4.838,0.918,0.000
2,-23.614,49.981,0.000
2,-18.802,-42.805,0.000
2,20.571,-20.604,0.000
5,19.836,12.505,4.434
2,-16.928,49.876,0.000
5,18.683,12.268,9.324
5,24.676,-12.899,17.937
2,-0.999,43.346,0.000
5,24.577,-12.552,13.522
5,38.118,-10.620,11.669
2,30.868,32.916,0.000
2,14.047,18.517,0.000
5,17.952,12.561,8.575
5,19.496,10.941,7.131
2,4.409,44.329,0.000
5,26.409,-10.870,6.513
2,31.912,28.060,0.000
5,-1.671,24.730,7.355
2,-12.272,-37.799,0.000
5,-21.496,5.181,8.799
5,39.446,-11.680,12.515
2,40.893,-15.961,0.000
2,-11.296,-33.427,0.000
5,19.013,11.652,8.096
7,71.847,-28.676,9.098
2,3.865,9.246,0.000
2,-48.975,13.123,0.000
2,42.315,-17.687,0.000
5,38.991,-13.775,8.674
2,-3.080,-15.637,0.000
5,19.721,14.325,8.456
5,26.466,-12.471,16.827
2,47.065,-1.355,0.000
2,7.993,-14.844,0.000
2,21.443,-22.799,0.000
5,23.302,-11.705,9.968
5,39.712,-14.632,7.372
2,-10.670,-15.479,0.000
2,-42.749,-40.979,0.000
2,-22.051,-30.331,0.000
2,45.323,48.621,0.000
2,-29.193,-43.291,0.000
2,1.881,-45.534,0.000
5,-1.870,24.883,7.519
2,-0.250,15.888,0.000
7,-42.054,-7.497,162.511
2,-12.643,-25.497,0.000
2,-14.838,-23.975,0.000
5,36.849,-8.686,8.259
5,24.037,-11.615,7.145
2,-25.850,17.090,0.000
5,26.408,-12.443,6.535
2,-33.002,18.220,0.000
5,5.565,-13.016,4.863
2,30.819,21.881,0.000
2,6.598,11.690,0.000
2,-48.769,-47.305,0.000
5,5.776,-12.880,3.006
2,31.794,13.399,0.000
5,23.361,-11.695,17.333
5,26.014,-12.140,14.906
2,45.722,23.789,0.000
2,-21.370,-44.421,0.000
2,-38.980,-17.349,0.000
2,-26.752,46.652,0.000
5,-21.921,5.105,9.064
2,35.948,-12.763,0.000
2,34.155,37.141,0.000
5,40.272,-12.905,16.368
2,-24.011,18.148,0.000
2,-36.840,16.528,0.000
2,-36.478,7.130,0.000
5,38.950,-14.441,15.055
2,16.589,-3.454,0.000
2,-0.006,25.329,0.000
2,36.655,24.924,0.000
2,25.659,-49.235,0.000
2,18.240,8.208,0.000
5,-14.239,-31.758,6.332
5,39.252,-13.032,9.804
5,24.919,-13.123,3.278
2,-36.469,23.268,0.000
5,40.247,-11.800,6.434
2,48.735,-20.331,0.000
5,23.868,-11.842,3.119
2,4.693,1.553,0.000
5,40.344,-12.314,14.083
7,-27.807,9.829,141.381
5,38.326,-10.729,16.828
5,21.508,13.144,6.978
5,4.860,-12.756,8.076
7,79.782,-20.026,46.747
5,24.352,-11.306,18.467
2,-48.266,7.965,0.000
5,17.033,13.890,5.292
