2,-17.913,16.449,1.887
2,-32.903,47.719,2.715
2,-3.174,-49.354,5.822
3,2.631,25.745,2.710
2,35.811,-26.941,-1.317
2,18.746,30.966,1.803
2,-40.697,30.762,1.927
2,10.502,33.567,2.428
2,-37.457,-0.888,5.561
2,26.406,-16.561,0.222
2,-25.115,35.877,2.204
2,44.674,20.396,-1.316
2,30.660,25.029,2.497
2,22.408,-21.407,0.414
2,-3.175,-27.094,3.544
2,-5.420,39.572,3.185
2,42.291,15.025,-1.353
2,-3.134,16.290,1.565
4,-24.184,39.117,3.415
2,38.762,49.884,-0.188
4,26.431,-12.817,0.418
2,-37.530,34.819,1.881
2,5.557,29.361,2.052
2,26.925,-10.420,-0.464
2,-43.520,9.644,3.166
2,29.254,34.471,1.300
4,-42.499,-9.635,7.567
2,19.175,16.291,1.013
2,-42.574,18.532,1.889
3,-43.192,26.126,2.320
2,-46.189,-1.389,6.350
4,0.747,-9.124,2.381
2,29.155,-30.590,-0.204
2,-17.448,40.880,2.921
2,15.287,-49.806,4.675
2,45.544,43.577,0.607
2,39.871,41.884,0.611
4,-42.041,24.211,2.692
2,26.590,37.220,1.236
2,-38.450,-17.326,6.791
2,16.336,18.571,0.763
2,34.653,33.720,1.070
2,28.819,17.986,1.710
2,-0.055,-31.148,2.900
2,39.927,24.730,0.831
2,-33.544,-20.640,6.595
2,17.185,-14.849,-0.393
2,-14.197,-8.449,3.194
2,-15.493,34.400,2.741
2,25.820,17.005,1.224
2,7.898,-49.882,5.635
2,1.299,31.496,2.729
2,-41.800,6.567,3.860
2,-29.804,41.467,2.348
3,-34.097,-11.459,7.100
2,31.096,-21.958,-0.209
2,2.097,28.915,2.466
2,44.623,3.998,-2.721
4,17.598,-30.292,2.632
2,-8.210,2.680,3.107
4,-33.450,-40.114,4.944
2,-15.666,30.315,3.127
2,37.250,-31.493,-1.212
4,23.890,-27.010,0.722
2,-24.231,1.326,1.842
2,3.234,-48.159,5.799
2,-26.441,31.328,2.413
2,30.734,16.706,1.258
2,-13.105,33.233,3.115
2,-5.288,39.525,3.123
2,48.560,-28.568,-2.129
2,-44.090,19.952,2.077
2,32.750,-15.782,-1.057
2,15.572,-9.605,-0.819
2,-22.653,7.000,1.699
2,-20.470,-20.129,5.799
2,2.341,26.215,2.136
2,-23.634,-49.003,4.280
2,26.912,-11.977,-0.249
4,16.863,-21.370,1.822
2,45.915,33.160,0.550
2,4.308,-42.063,5.109
2,24.842,42.326,1.397
2,-43.797,11.025,2.878
2,8.107,22.306,0.964
2,36.477,32.524,1.398
2,-8.635,26.280,3.431
2,-6.014,30.493,3.176
2,-39.656,-12.438,6.798
2,47.121,32.074,0.371
2,16.208,47.558,1.966
2,30.460,-12.646,-1.351
2,7.786,24.763,1.169
2,-47.812,47.176,2.292
2,-11.504,30.615,3.438
2,-9.007,32.583,2.922
2,-28.693,25.048,1.883
2,-15.379,-33.515,4.860
2,-41.101,31.141,2.000
2,-21.619,-3.370,3.417
2,21.597,-15.617,0.351
2,25.941,-12.713,-0.235
2,3.967,49.409,0.370
2,23.292,-3.958,-1.120
2,-7.109,12.415,1.039
2,15.076,6.526,0.464
2,27.179,-23.806,0.081
2,17.900,10.390,0.577
2,26.276,-11.714,0.066
4,30.265,-17.222,1.094
2,-13.150,-31.730,4.557
2,33.140,-1.211,-1.485
2,-49.662,-36.687,3.075
2,-11.037,42.184,3.158
2,22.076,-14.500,0.085
2,16.967,40.388,2.431
3,28.673,-8.504,-0.461
2,-45.286,-0.466,6.273
2,24.714,45.299,1.567
2,7.320,9.975,0.430
2,27.177,25.876,2.468
4,-12.105,-15.938,4.258
2,3.305,3.790,1.328
2,-33.692,-16.774,6.756
2,-14.329,45.963,3.298
2,-7.051,-36.095,4.996
2,-36.879,3.675,4.200
2,-4.379,29.121,3.540
2,7.354,42.833,1.933
2,-45.142,2.448,5.291
2,-23.253,42.356,2.682
2,37.552,-48.098,0.079
2,-46.770,29.000,2.526
2,26.780,-40.256,1.195
2,49.645,-18.695,-2.622
2,-31.331,24.034,1.561
2,-44.179,7.243,3.797
2,-29.789,-28.245,5.459
2,-24.614,28.729,2.274
2,-22.925,43.788,2.818
2,-10.188,12.780,1.060
4,-4.613,39.141,3.481
2,46.653,14.291,-2.335
2,-38.716,-24.522,5.932
3,-42.882,18.176,2.465
2,18.030,-6.315,-0.919
2,-31.640,1.461,3.233
2,10.903,24.285,1.019
2,17.491,32.231,1.963
2,-25.883,-49.333,4.137
2,-22.960,21.853,2.240
2,7.429,9.225,0.553
2,-19.078,-39.447,4.881
3,-11.928,-14.854,3.560
4,20.418,-19.368,1.202
2,-15.689,-43.253,5.114
2,-35.558,-3.721,5.465
2,-42.393,9.920,2.902
2,-12.669,29.219,3.448
2,-49.406,-31.439,5.435
2,-12.657,14.942,1.400
2,-46.921,7.333,4.064
2,-14.718,0.521,3.445
3,23.726,36.448,2.008
2,27.978,23.964,2.836
2,-29.547,-38.016,4.254
2,43.701,-24.987,-1.438
4,-43.133,24.685,2.933
4,-25.046,-34.375,6.650
4,-33.516,-3.746,5.308
2,-48.991,26.520,1.888
2,-4.579,29.394,3.596
2,39.322,-44.476,-0.814
2,-34.185,-41.584,3.782
2,-1.056,-15.898,2.209
2,21.846,-33.848,1.006
2,-22.852,40.379,2.779
2,-21.038,-17.973,5.418
2,-28.427,-3.309,3.589
3,-4.530,-15.539,3.254
4,-43.121,26.162,2.840
2,-32.229,39.324,2.141
4,31.061,16.584,2.547
3,-33.087,-12.035,6.863
2,40.141,33.100,0.750
2,-15.991,-44.814,5.404
2,-32.581,43.436,2.164
2,14.888,43.840,2.234
2,-43.305,9.747,3.116
2,15.556,15.759,0.493
2,39.979,12.601,-0.989
2,37.009,35.968,0.220
2,15.920,21.417,0.930
2,-3.138,-14.615,2.668
2,-10.933,33.363,2.997
2,-1.583,-38.210,4.634
4,21.183,-21.691,1.091
2,5.015,34.850,2.465
2,27.235,38.478,1.048
2,-23.368,5.355,1.817
2,-44.572,-40.210,2.954
2,-26.847,22.302,1.438
2,-41.268,4.505,4.486
2,14.175,-17.840,0.701
2,-40.833,14.666,1.832
2,-27.088,26.439,2.013
2,-33.714,-2.158,4.554
3,-6.400,-18.045,3.591
2,16.470,-30.905,2.002
2,-20.941,47.580,2.944
