7,11.040,-47.551,115.822
5,-1.466,-19.249,26.542
2,9.812,-14.114,0.000
5,-38.848,-40.171,21.445
5,8.752,-30.016,23.669
5,8.894,-33.129,14.213
2,-41.921,-6.474,0.000
2,37.642,8.732,0.000
2,-5.383,-40.041,0.000
5,-5.658,-22.827,38.873
2,-27.256,-13.586,0.000
2,37.483,-40.349,0.000
2,-11.991,25.991,0.000
5,-40.788,-39.961,29.823
5,3.767,-32.063,30.966
5,-39.655,40.857,9.997
5,-36.418,-42.123,34.247
5,-6.537,-23.051,10.799
5,-36.803,-9.381,5.842
5,0.741,-22.478,22.079
2,31.302,-5.778,0.000
2,33.170,-23.258,0.000
2,45.788,-14.116,0.000
5,-9.753,-26.581,37.028
2,12.511,-16.443,0.000
2,-3.981,-4.815,0.000
2,-18.183,-19.027,0.000
2,33.471,43.770,0.000
2,-18.486,28.750,0.000
2,47.436,26.139,0.000
2,-18.015,-39.336,0.000
2,-44.389,-7.762,0.000
5,-9.615,-19.808,34.447
2,-42.118,-22.181,0.000
5,-9.709,-28.728,33.668
2,20.049,7.623,0.000
2,39.878,22.001,0.000
5,-3.290,-25.364,26.099
2,12.490,-32.487,0.000
2,-9.264,-13.520,0.000
5,-8.849,-25.724,27.620
5,-27.496,30.010,27.068
5,-5.546,-20.505,29.194
5,-7.605,-21.329,40.060
2,-6.719,-16.967,0.000
5,-39.948,-41.742,27.539
2,-16.316,-48.921,0.000
2,46.933,17.368,0.000
2,30.106,40.643,0.000
2,-44.963,17.435,0.000
2,-31.824,43.417,0.000
5,-8.878,-22.617,33.921
5,-2.579,-19.914,36.854
5,-36.085,-39.481,21.276
5,-36.139,-40.792,32.185
7,21.078,39.089,162.774
5,-7.106,-21.363,34.727
2,-2.567,26.915,0.000
5,-36.834,-38.964,13.825
2,20.044,-6.128,0.000
2,41.982,-30.223,0.000
5,-6.643,-22.753,34.196
5,-39.555,-40.142,33.880
5,-14.359,-21.504,23.608
2,-32.335,20.710,0.000
2,10.782,-46.947,0.000
2,-25.370,46.385,0.000
2,29.908,38.100,0.000
5,3.906,-32.688,31.828
2,-38.533,27.023,0.000
5,-33.267,-15.339,4.295
2,32.375,-16.094,0.000
2,26.090,2.822,0.000
5,5.944,-34.311,40.608
5,-7.064,-20.941,38.200
2,-16.482,-17.844,0.000
2,43.046,39.086,0.000
5,-9.915,-17.351,26.677
2,-10.854,34.803,0.000
5,-38.851,-41.638,32.496
2,39.608,-44.981,0.000
2,22.789,-39.429,0.000
2,7.567,23.670,0.000
5,4.149,-33.165,3.536
5,-36.309,-40.189,10.688
5,5.100,-29.346,38.280
2,-21.058,16.591,0.000
2,-46.280,15.484,0.000
5,-36.582,-40.977,34.036
2,33.213,-40.665,0.000
2,12.887,31.330,0.000
2,-3.584,-31.153,0.000
2,-8.316,29.875,0.000
5,-41.228,-38.639,29.783
2,-25.616,48.608,0.000
2,39.703,-19.693,0.000
5,-5.985,-15.006,35.689
2,-20.512,-48.512,0.000
5,-4.421,-23.907,19.529
2,22.752,-37.017,0.000
5,-39.045,-39.436,36.703
2,10.642,18.264,0.000
5,-30.404,-11.879,18.166
2,-48.818,-9.743,0.000
2,-12.613,-22.474,0.000
5,8.083,37.526,12.591
5,-7.149,-21.632,42.057
2,46.263,-21.575,0.000
5,-36.699,-45.366,31.027
2,-10.990,-35.957,0.000
5,-37.245,-40.346,17.776
2,22.173,-41.196,0.000
5,-4.173,-20.806,35.898
2,-3.451,21.567,0.000
2,-38.649,38.134,0.000
2,4.218,29.415,0.000
2,-3.901,14.116,0.000
2,3.061,49.026,0.000
2,-42.730,15.631,0.000
2,23.322,-43.725,0.000
5,-3.820,-25.204,25.839
5,-24.759,25.897,24.121
5,-36.837,-44.528,31.593
5,-26.586,30.621,25.036
2,-31.074,25.440,0.000
2,31.290,-25.515,0.000
2,26.535,-3.179,0.000
2,17.219,44.449,0.000
2,41.412,-23.556,0.000
5,-9.541,-20.092,25.133
5,-4.705,-19.054,21.615
5,-36.488,-9.857,31.130
2,-46.639,2.268,0.000
2,43.033,18.554,0.000
5,4.161,-29.943,18.125
2,-7.030,44.135,0.000
5,-37.189,-42.006,35.320
5,-9.057,-21.070,25.319
2,-35.601,-0.184,0.000
2,-21.593,-4.700,0.000
2,-39.544,24.111,0.000
2,23.306,-17.357,0.000
5,-38.063,-39.967,35.673
2,23.923,46.788,0.000
5,-31.520,-8.775,30.197
5,-38.822,-40.895,10.837
5,-39.653,-36.711,25.289
5,4.032,-32.543,6.311
5,-10.167,-27.418,36.447
2,-17.775,12.444,0.000
5,-32.642,-37.631,19.475
2,-44.785,-1.920,0.000
5,-4.391,-25.661,24.676
5,-7.472,-20.369,36.586
2,-17.129,-32.920,0.000
2,-35.757,23.385,0.000
2,4.737,-16.111,0.000
5,-39.010,-40.569,30.980
5,-8.558,-22.637,23.678
2,-13.463,-4.072,0.000
2,-3.137,-19.521,0.000
2,33.974,25.596,0.000
5,-12.476,-18.210,29.525
5,-39.103,-41.001,24.965
2,3.761,-31.792,0.000
2,28.332,24.395,0.000
2,-9.901,-37.589,0.000
2,2.661,16.928,0.000
5,3.842,-31.074,18.207
2,23.200,-26.336,0.000
2,14.829,12.168,0.000
2,22.888,-35.156,0.000
7,-32.153,-51.844,44.560
2,-0.993,44.921,0.000
5,-42.173,40.609,4.719
2,12.208,-28.911,0.000
5,-41.052,-43.146,22.839
2,-30.053,34.694,0.000
2,-41.898,-22.843,0.000
2,35.646,-23.678,0.000
5,-37.060,-37.062,25.142
2,38.971,-34.279,0.000
2,-28.392,-48.200,0.000
5,-43.691,-40.328,30.749
5,-30.787,-12.419,30.796
5,-6.055,-24.716,22.094
5,-5.473,-15.929,36.015
2,40.387,-37.866,0.000
5,-25.176,25.774,19.147
5,-3.266,-17.962,22.715
2,-44.225,36.031,0.000
2,-23.794,-12.160,0.000
5,-9.790,-25.389,26.926
2,-49.303,19.259,0.000
5,-7.114,-22.734,31.079
5,7.398,43.311,10.510
5,-6.401,-17.215,23.508
5,-10.805,-25.591,27.099
2,20.981,37.187,0.000
2,11.081,12.042,0.000
5,-36.974,-46.341,26.383
2,-1.674,33.103,0.000
2,-48.650,-46.957,0.000
5,-39.540,-36.231,31.468
2,-44.408,-2.917,0.000
5,-12.931,-25.053,29.494
5,4.237,-30.042,12.553
2,-43.205,-11.499,0.000
2,42.609,4.110,0.000
5,-28.994,-9.352,17.496
5,-7.414,-22.998,22.203
2,35.448,-15.356,0.000
2,42.469,-28.257,0.000
5,-35.467,-39.254,35.538
5,-37.961,-40.049,34.674
5,-39.781,-39.551,23.830
5,-32.476,-15.443,19.799
7,-4.118,84.286,21.798
5,-1.954,-19.042,33.073
2,3.851,-31.026,0.000
